,uuid,screen_name,created_at,followers,location,favorite,retweet,source,text
21,46509194-72d1-11ed-b8da-5d69ef677c98,mxyzzyxM,2022-12-03 05:31:15, 1962,Area 51, 0, 28, Twitter for Android," RT @AnjeVela: Goodnight dreamers! ✌️😴

These 3 photos are ready to be scooped for .05 #Ethereum on OS. I want to get this collection sold o…"
22,38b10510-72d1-11ed-b8da-5d69ef677c98,ApeBotENS,2022-12-03 05:46:51, 1247,Metaverse, 0, 3, ApeBotENS, RT @EnsRadar: 00000000.eth has a new bid of 3.5Ξ ($4
23,463ce282-72d1-11ed-b8da-5d69ef677c98,_bloombot,2022-12-03 05:32:36, 1161,NA, 0, 0, NFT Sales Bot by @Sweep_init," 009.eth 🔌
received an offer💰 from NFTinitcom_4cDf 
for 14Ξ 

https://t.co/eefdn8SNtT"
24,3b68d214-72d1-11ed-b8da-5d69ef677c98,0xEthereumYoda,2022-12-03 05:42:31, 432,NA, 2, 0, Twitter Web App," #Ethereum price update: 

#ETH $1289.44 USD
#Bitcoin 0.07572985 #BTC

Follow for recent ETH price updates
#altcoin"
25,5148a4c4-72d1-11ed-b8da-5d69ef677c98,KazTheDegen,2022-12-03 05:23:55, 20,NA, 0, 17, Twitter for iPhone," RT @AltMasterRoshi: Aped this $ETP dip

Hearing Ethereum Pro Black is the real deal"
26,548be8e9-72d1-11ed-b8da-5d69ef677c98,agn_sharon,2022-12-03 05:20:23, 1,Japan, 0, 9, Twitter Web App," RT @BrokexFi: Make the right choice...

#Bitcoin #Ethereum #BNB #crypto #cryptocurrency #cryptomeme https://t.co/vyKO8hhaUM"
27,4264ff85-72d1-11ed-b8da-5d69ef677c98,FinanciOly,2022-12-03 05:36:22, 1277,"bg ""A New Day"" by Matt Walch", 1, 0, Twitter Web App, Monaverse spaces can be minted on Ethereum or Polygon. The canvasses can link to any image or GIF so you can use th… https://t.co/4rTPA1IGHM
28,3b6612f1-72d1-11ed-b8da-5d69ef677c98,qnftalerts,2022-12-03 05:42:43, 335,qnfthub.com, 2, 1, qNFTAlerts," New DIPSHITS state saved!

Name: Pump Kin 

https://t.co/Y9gVgCTzkh https://t.co/QzQMhv9OJO"
29,3ee4b262-72d1-11ed-b8da-5d69ef677c98,MrGringo06,2022-12-03 05:39:34, 15,Tokyo-to, Japan, 0, 46, Twitter for Android
30,5136ca70-72d1-11ed-b8da-5d69ef677c98,MomaCothy,2022-12-03 05:24:48, 32,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
31,3efbbcd1-72d1-11ed-b8da-5d69ef677c98,SamDazam,2022-12-03 05:37:01, 134,Harrisburg, 0, 29927, Twitter Web App, RT @alt_layer: OMG! An #OhOttie #NFT Collection is set to drop in December
32,3efbbcd4-72d1-11ed-b8da-5d69ef677c98,Stephen20841986,2022-12-03 05:36:55, 123,Boston, 0, 29927, Twitter Web App, RT @alt_layer: OMG! An #OhOttie #NFT Collection is set to drop in December
33,4deca885-72d1-11ed-b8da-5d69ef677c98,zineeddin10,2022-12-03 05:25:15, 0,USA, 0, 0, Twitter Web App, @GCryptoBen @Shibtoken @LunaGensArmy @NuRiFootBall_ @RichQuack @ethereum @solana @dogecoin @CoinMarketCap Test new things! SxYz
34,4a2f7973-72d1-11ed-b8da-5d69ef677c98,qnftalerts,2022-12-03 05:27:32, 335,qnfthub.com, 1, 1, qNFTAlerts," New Blazed Cat Sale!
Blazed Cat #8361 just sold on OpenSea for 0.0042 WETH
https://t.co/63s6Ka7Pkz https://t.co/S5OcMOkJTF"
35,5139d7b6-72d1-11ed-b8da-5d69ef677c98,PenguinsBots,2022-12-03 05:24:14, 99,NA, 1, 0, AlohaBots.xyz, Pudgy Penguin #8110 bought for 3.40 ETH (4
36,38e4bf40-72d1-11ed-b8da-5d69ef677c98,BTCat_maneki,2022-12-03 05:44:57, 94,Japan, 1, 0, BTCat_NFT, ETH: 1289.18 ▲ 14.83
37,4d9f72e0-72d1-11ed-b8da-5d69ef677c98,en2que,2022-12-03 05:27:14, 6,NA, 0, 0, Twitter Web App, @GCryptoBen @Shibtoken @LunaGensArmy @NuRiFootBall_ @RichQuack @ethereum @solana @dogecoin @CoinMarketCap Rocket!! BBzc
38,5152b6e0-72d1-11ed-b8da-5d69ef677c98,dos_apes,2022-12-03 05:22:42, 2347,NA, 0, 2, Twitter Web App," RT @dosapesalesbot1: DOS APES #5476 was purchased for 0.007 ETH
#DosApes #DosArmy #DosMe #DosLifestyle #IAMDOS
https://t.co/8qhNImveRB http…"
39,3b8a8ae2-72d1-11ed-b8da-5d69ef677c98,Alone41712657,2022-12-03 05:42:06, 517,NA, 0, 24, Twitter for Android, RT @sunshevy: Sapphire on @OasisProtocol offers developers a solidity features on Ethereum Compatible Building Environment with additional…
40,3f0029a3-72d1-11ed-b8da-5d69ef677c98,Monu__Indoliya,2022-12-03 05:36:40, 115,Austin, 0, 29927, Twitter Web App, RT @alt_layer: OMG! An #OhOttie #NFT Collection is set to drop in December
41,548be8e2-72d1-11ed-b8da-5d69ef677c98,BigMurami,2022-12-03 05:20:28, 2,NA, 0, 52353, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
42,45f35660-72d1-11ed-b8da-5d69ef677c98,TA4CryptoBot,2022-12-03 05:33:07, 5594,NA, 0, 0, TheCryptoTABot," Last #cryptomarket technical insights &amp; report ➡️ https://t.co/iKlWML8qVA
#Binance $USDT markets | Last update on 0… https://t.co/4BaB6PpX0Y"
43,3ef2e336-72d1-11ed-b8da-5d69ef677c98,TokensEthereum,2022-12-03 05:39:12, 57,NA, 0, 0, IFTTT," New Pair at Ethereum Chain

WEEKEND TOKEN (WKND/WETH)

Token Contract: 0x2BE88697c923E4b369BB7aC873FD12E406B8Ba41… https://t.co/1igiJ7Ra4I"
44,51498f2b-72d1-11ed-b8da-5d69ef677c98,HoGaKe22,2022-12-03 05:23:19, 142,asian, 0, 591, Twitter for Android, RT @BrokexFi: 🔸️ Drop your BEP-20 Wallet address
45,3f0050b1-72d1-11ed-b8da-5d69ef677c98,rodrigo91283600,2022-12-03 05:36:40, 115,Nashville, 0, 29927, Twitter Web App, RT @alt_layer: OMG! An #OhOttie #NFT Collection is set to drop in December
46,4658f603-72d1-11ed-b8da-5d69ef677c98,Freddya63082437,2022-12-03 05:30:18, 0,Republica Dominicana, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
47,543c9060-72d1-11ed-b8da-5d69ef677c98,BhupinderParka2,2022-12-03 05:22:25, 3,NA, 0, 52351, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
48,51496812-72d1-11ed-b8da-5d69ef677c98,SfantulX,2022-12-03 05:23:44, 50,NA, 0, 4, Twitter Web App, RT @rockx_official: A new hack and bankruptcy this week. On the other side
49,3ef57b41-72d1-11ed-b8da-5d69ef677c98,DapperMaximus,2022-12-03 05:39:04, 1497,NA, 0, 16, Twitter for Android, RT @FrostyyFox: Finally grabbed my first @SpaceRiders_NFT. Excited to be part of this community. #RideWithUs #Ethereum https://t.co/TkrJvqj…
50,4299a410-72d1-11ed-b8da-5d69ef677c98,Gilbertomola1,2022-12-03 05:34:29, 12,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
51,4299cb23-72d1-11ed-b8da-5d69ef677c98,nandalacolline1,2022-12-03 05:34:20, 4,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
52,464742c5-72d1-11ed-b8da-5d69ef677c98,pickpoker11,2022-12-03 05:31:40, 42,NA, 0, 0, Twitter for Android, @GCryptoBen @RichQuack @Shibtoken @LunaGensArmy @NuRiFootBall_ @ethereum @solana @dogecoin @CoinMarketCap $QUACK
53,4295fa93-72d1-11ed-b8da-5d69ef677c98,MoiseKakola1,2022-12-03 05:35:13, 1,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
54,46471bb6-72d1-11ed-b8da-5d69ef677c98,JuliePetraa,2022-12-03 05:31:45, 48,NA, 0, 9, Twitter Web App," RT @MaykiGTI: 🔥👂LISTEN TO👂THIS SOUND MY FRIEND😉🔥

👑🎵@MariahCarey🎵👑🚨HIT !!!🚨

🎶All I Want For Christmas Is You🎶Full V👇
https://t.co/NktQHsEL…"
55,4deef271-72d1-11ed-b8da-5d69ef677c98,mianyang318,2022-12-03 05:24:53, 10,NA, 0, 386, Twitter Web App," RT @bubblydolphin_: 🐬Hello Dolphins🐬
As aptos is having hard time and many of our members wanted us to migrate to Ethereum block chain"
56,548c0ff5-72d1-11ed-b8da-5d69ef677c98,cim0lenaq,2022-12-03 05:20:06, 186,ya Allah mau win🤲🏻, 0, 4881, Twitter for Android," RT @SlingShotOn: Fable of Balrogs (Gothmog) $GOTHMOG #GOTHMOG
@Gothmogerc

https://t.co/A9JZG33RWS
https://t.co/hv9EZsFeL6
Tokennomics
Buy/…"
57,3b68d213-72d1-11ed-b8da-5d69ef677c98,_bloombot,2022-12-03 05:42:32, 1161,NA, 0, 0, NFT Sales Bot by @Sweep_init," 3993.eth 🔌
received an offer💰 from DM_me_OTC 
for 3.051Ξ 

https://t.co/BI48Y3YyC5"
58,3efaab66-72d1-11ed-b8da-5d69ef677c98,DoodlesBots,2022-12-03 05:37:32, 24,metaverse, 0, 0, Fragments Network," Doodle #2692 was sold for 7 ETH at loss of 44%
🔻 LOSS: -$7144 (-7.4 ETH)
⬇️ BOUGHT: $16065 (14.4 ETH)
⬆️ SOLD: $892… https://t.co/Z8xD4Qm7Fz"
59,429f2253-72d1-11ed-b8da-5d69ef677c98,L4SldtKGGjZ7UJZ,2022-12-03 05:33:13, 1,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
60,4a2f2b54-72d1-11ed-b8da-5d69ef677c98,EdouinsB,2022-12-03 05:27:51, 6,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
61,3b8c3890-72d1-11ed-b8da-5d69ef677c98,harshcool3,2022-12-03 05:41:45, 510,NA, 0, 18, Twitter for Android," RT @Randocatss: ✨Transferred already to all of you lovely Randocats holders💗

Enjoy your Santakat🎅🏼

Have a nice time!!! &amp; Thank you again🥹…"
62,547e2d4b-72d1-11ed-b8da-5d69ef677c98,247fnpNFT,2022-12-03 05:21:38, 4596,Poor Communities, 0, 15, Twitter for iPhone," RT @ArtAlliances: What do you see today? 🎭

Presenting 𝕬𝖇𝖘𝖙𝖗𝖆𝖈𝖙𝖎𝖋𝖎𝖊𝖉 𝕱𝖆𝖑𝖑 🎭🍁
An ethereum-based collection of 10 abstracts themed around Fal…"
63,463d57b3-72d1-11ed-b8da-5d69ef677c98,RosaAnaPerezCu1,2022-12-03 05:32:26, 6,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
64,3b8f1ec0-72d1-11ed-b8da-5d69ef677c98,attrage2020,2022-12-03 05:40:37, 21,NA, 0, 0, Twitter Web App," @zetablockchain @cuccungcucmut 
Zetachain is an Omnichain Dapps (odApps) model. Zetachain's architecture can allow… https://t.co/WEbDDNOvGu"
65,4deca884-72d1-11ed-b8da-5d69ef677c98,BNB_Tracker,2022-12-03 05:25:16, 342,NA, 0, 0, Twitter Web App," #BinanceCoin price update: $BNB

#BNB $291.53 USD

#Bitcoin 0.01713 BTC

#Ethereum 0.22616 ETH

#altcoin #crypto… https://t.co/2kIrFGWCAu"
66,429b78d6-72d1-11ed-b8da-5d69ef677c98,joy385nft,2022-12-03 05:33:47, 66,NA, 0, 386, Twitter Web App," RT @bubblydolphin_: 🐬Hello Dolphins🐬
As aptos is having hard time and many of our members wanted us to migrate to Ethereum block chain"
67,3b5fd160-72d1-11ed-b8da-5d69ef677c98,IN0V8_DHF,2022-12-03 05:44:17, 1418,NA, 0, 16, Twitter for iPhone, RT @FrostyyFox: Finally grabbed my first @SpaceRiders_NFT. Excited to be part of this community. #RideWithUs #Ethereum https://t.co/TkrJvqj…
68,547ea276-72d1-11ed-b8da-5d69ef677c98,SappySealsBots,2022-12-03 05:21:23, 229,NA, 1, 0, AlohaBots.xyz," Sappy Seal #2944 bought for 0.69 ETH (889.40 USD) on Opensea via Blur  #SappySeals  

https://t.co/kKxcrqkMil https://t.co/pVeaNMRHER"
69,4de359b2-72d1-11ed-b8da-5d69ef677c98,Anthony83207755,2022-12-03 05:26:21, 0,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
70,463cbb70-72d1-11ed-b8da-5d69ef677c98,ConnorCryptoh,2022-12-03 05:32:40, 19,NA, 2, 0, Twitter Web App, @ArtTokyoGlobal You guys have outdone yourselves great reveal and even better art. Simple but effective. Excited fo… https://t.co/UFpllTDOEd
71,3efbbcd2-72d1-11ed-b8da-5d69ef677c98,mbincakepbgt,2022-12-03 05:37:00, 1453,NA, 0, 4875, Twitter for iPhone," RT @SlingShotOn: Fable of Balrogs (Gothmog) $GOTHMOG #GOTHMOG
@Gothmogerc

https://t.co/A9JZG33RWS
https://t.co/hv9EZsFeL6
Tokennomics
Buy/…"
72,548be8f4-72d1-11ed-b8da-5d69ef677c98,decemberwins1,2022-12-03 05:20:10, 65,freetag moots only, 0, 4881, Twitter for Android," RT @SlingShotOn: Fable of Balrogs (Gothmog) $GOTHMOG #GOTHMOG
@Gothmogerc

https://t.co/A9JZG33RWS
https://t.co/hv9EZsFeL6
Tokennomics
Buy/…"
73,463d57b2-72d1-11ed-b8da-5d69ef677c98,weiyiyyjlt,2022-12-03 05:32:27, 0,Sweden, 0, 0, Twitter for iPhone, Happy merge all. This is a big moment for the Ethereum ecosystem. Everyone who helped make the merge…
74,4650b8a5-72d1-11ed-b8da-5d69ef677c98,dobac10,2022-12-03 05:31:04, 38,NA, 0, 591, Twitter Web App, RT @BrokexFi: 🔸️ Drop your BEP-20 Wallet address
75,5482e830-72d1-11ed-b8da-5d69ef677c98,NFt_Ambassador1,2022-12-03 05:21:04, 56,NA, 0, 1077, Twitter for Android," RT @BL3_EED: 🎉Hyped Free Mint Giveaway 🎉

🏆3x @DigiMiners_ WL

To enter:
- Follow @DigiMiners_ and @BL3_EED ♥️ 
- Like"
76,3b8c3891-72d1-11ed-b8da-5d69ef677c98,Oxshanum_win,2022-12-03 05:41:40, 60,NA, 0, 4875, Twitter for Android," RT @SlingShotOn: Fable of Balrogs (Gothmog) $GOTHMOG #GOTHMOG
@Gothmogerc

https://t.co/A9JZG33RWS
https://t.co/hv9EZsFeL6
Tokennomics
Buy/…"
77,428f6ae1-72d1-11ed-b8da-5d69ef677c98,metadatabot,2022-12-03 05:36:02, 217,NA, 0, 0, metaverse wa bot, 🚨 Otherdeed #54010 bought for 1.29 WETH (1
78,4a2f0441-72d1-11ed-b8da-5d69ef677c98,ETHPROBLACK,2022-12-03 05:27:56, 25,Moon, 0, 17, Twitter for iPhone," RT @AltMasterRoshi: Aped this $ETP dip

Hearing Ethereum Pro Black is the real deal"
79,4656ac12-72d1-11ed-b8da-5d69ef677c98,ArchangeBernard,2022-12-03 05:30:39, 1,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
80,5480c551-72d1-11ed-b8da-5d69ef677c98,marlenny_pena,2022-12-03 05:21:11, 0,NA, 0, 52352, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
81,4deccf91-72d1-11ed-b8da-5d69ef677c98,Raju12389946726,2022-12-03 05:25:08, 2,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
82,429d2683-72d1-11ed-b8da-5d69ef677c98,TheAscendant3,2022-12-03 05:33:32, 1899,Spokane, WA, 0, 53, Twitter for iPhone
83,464fce42-72d1-11ed-b8da-5d69ef677c98,GAKU38455165,2022-12-03 05:31:36, 1087,NA, 0, 51, Twitter for iPhone," RT @_BloodyMaiden_: 🌹Free #NFT giveaway🌹
72hours ⏰

🌟1 winner🌟

✅Drop your $ETH address ⬇️
✅Like＋Retweet
✅Follow @_BloodyMaiden_ 

#NFTsale…"
84,3ef57b40-72d1-11ed-b8da-5d69ef677c98,HedgiesInfo,2022-12-03 05:39:04, 106,Ethereum, 0, 0, hedgies_info," New Listing ✅  Hedgie #1513 

💰️ Price: 2 ETH ($2548.9) 
💎 Rarity Score: 14.8
👑 Rarity Rank: #117… https://t.co/Ul3jcGbdjz"
85,3b8d9822-72d1-11ed-b8da-5d69ef677c98,666cobrax,2022-12-03 05:40:51, 279,NA, 0, 591, Twitter Web App, RT @BrokexFi: 🔸️ Drop your BEP-20 Wallet address
86,3b8f45d2-72d1-11ed-b8da-5d69ef677c98,CryptoArktech,2022-12-03 05:40:34, 1268,Blockchain, 0, 0, Circleboom Publish, Ethereum Price To Reclaim $1
87,4dea5e91-72d1-11ed-b8da-5d69ef677c98,BTYCSalesBot,2022-12-03 05:25:26, 132,Treehouse..., 5, 1, 2.5 Intelligence NFT Stream," Bored Ted Yacht Club #7561 has just sold for 0.006 ETH ($7.73 USD)

From: 0x2bd0 💎
To: lubomir228.eth… https://t.co/Gv6F02Ls76"
88,3b90a560-72d1-11ed-b8da-5d69ef677c98,MalliardReport,2022-12-03 05:40:24, 76221,Retweets/likes does not equal , 0, 0, WordPress.com, Ethereum Price To Reclaim $1
89,547ea280-72d1-11ed-b8da-5d69ef677c98,SappySealsBots,2022-12-03 05:21:15, 229,NA, 0, 0, AlohaBots.xyz," Sappy Seal #4552 bought for 0.70 ETH (901.00 USD) on Blur #SappySeals  

https://t.co/uZQaP2vADD https://t.co/ZaVmF60rT1"
90,49bc9366-72d1-11ed-b8da-5d69ef677c98,princesscuys02,2022-12-03 05:29:41, 115,National Capital Region, Repub, 0, 4876, Twitter for Android
91,4deccf94-72d1-11ed-b8da-5d69ef677c98,AshishK84899376,2022-12-03 05:25:06, 2,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
92,5148a4c9-72d1-11ed-b8da-5d69ef677c98,PappuKu89072854,2022-12-03 05:23:50, 1,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
93,5139d7b2-72d1-11ed-b8da-5d69ef677c98,todayis_byun,2022-12-03 05:24:17, 944,Kota Bogor, Jawa Barat, 0, 0, Twitter for Android
94,51528fd2-72d1-11ed-b8da-5d69ef677c98,Vishalg85612107,2022-12-03 05:22:48, 0,NA, 0, 52351, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
95,5136ca71-72d1-11ed-b8da-5d69ef677c98,dessemberwin,2022-12-03 05:24:48, 34,Jakarta, 0, 4878, Twitter for Android," RT @SlingShotOn: Fable of Balrogs (Gothmog) $GOTHMOG #GOTHMOG
@Gothmogerc

https://t.co/A9JZG33RWS
https://t.co/hv9EZsFeL6
Tokennomics
Buy/…"
96,3b8ed0a3-72d1-11ed-b8da-5d69ef677c98,AdventChild_BTC,2022-12-03 05:40:38, 1149,Midgar Edge, 0, 4, Twitter Web App, RT @CryptoTraderPro: ETHEREUM: $10K EXPECTED IN THE NEXT BULLRUN. https://t.co/n6GS3iPlf2 📈 30-day free trial ⟶via https://t.co/lsTr6NEvET…
97,463d30a2-72d1-11ed-b8da-5d69ef677c98,maboide,2022-12-03 05:32:35, 18,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
98,3efc0af2-72d1-11ed-b8da-5d69ef677c98,SachinY74155952,2022-12-03 05:36:49, 124,St Louis, 0, 29927, Twitter Web App, RT @alt_layer: OMG! An #OhOttie #NFT Collection is set to drop in December
99,51528fd6-72d1-11ed-b8da-5d69ef677c98,dos_apes,2022-12-03 05:22:44, 2347,NA, 0, 3, Twitter Web App," RT @dosapesalesbot1: DOS APES #1154 was purchased for 0.012 ETH
#DosApes #DosArmy #DosMe #DosLifestyle #IAMDOS
https://t.co/TNwp1MK7m2 http…"
100,38dcf712-72d1-11ed-b8da-5d69ef677c98,rtfktbot,2022-12-03 05:46:03, 1796,Ethereum, 2, 0, RTFKT Bot, CloneX #10007 sold for 7.900 ETH ($10
101,5149b631-72d1-11ed-b8da-5d69ef677c98,aelaesc,2022-12-03 05:23:14, 39,Republic of the Philippines, 0, 4879, Twitter for Android," RT @SlingShotOn: Fable of Balrogs (Gothmog) $GOTHMOG #GOTHMOG
@Gothmogerc

https://t.co/A9JZG33RWS
https://t.co/hv9EZsFeL6
Tokennomics
Buy/…"
102,4de380c5-72d1-11ed-b8da-5d69ef677c98,Bitcointrade07,2022-12-03 05:26:05, 26,NA, 1, 0, Twitter for Android, @GCryptoBen @RichQuack @Shibtoken @LunaGensArmy @NuRiFootBall_ @ethereum @solana @dogecoin @CoinMarketCap $QUACK
103,3b90f382-72d1-11ed-b8da-5d69ef677c98,gokhanotnu,2022-12-03 05:40:07, 14,izmir, 0, 147, Twitter for Android, RT @kryptochay: 🚨⚡️📢 Ok #VOLTARMY
104,46580ba1-72d1-11ed-b8da-5d69ef677c98,AKSHAYK63339916,2022-12-03 05:30:28, 24,USA, 0, 1, Twitter Web App," RT @lazyabhi: The unique identity and ownership of an #NFT is verifiable via the blockchain ledger. 

They were first launched on the Ether…"
105,3b680ec2-72d1-11ed-b8da-5d69ef677c98,SonsOfMountEtna,2022-12-03 05:42:36, 17,Catania, Sicily, 0, 4, Twitter for iPhone
106,4295d383-72d1-11ed-b8da-5d69ef677c98,BNB_Tracker,2022-12-03 05:35:23, 342,NA, 2, 0, Twitter Web App," #BinanceCoin price update: $BNB

#BNB $291.55 USD

#Bitcoin 0.01713 BTC

#Ethereum 0.22605 ETH

#altcoin #crypto… https://t.co/RxfZ6fCW64"
107,5148a4c0-72d1-11ed-b8da-5d69ef677c98,AFFA81SF,2022-12-03 05:24:00, 1623,Atherton, CA, 1, 1, Twitter for iPhone
108,4deca886-72d1-11ed-b8da-5d69ef677c98,zineeddin10,2022-12-03 05:25:14, 0,USA, 0, 0, Twitter Web App, @GCryptoBen @Shibtoken @LunaGensArmy @NuRiFootBall_ @RichQuack @ethereum @solana @dogecoin @CoinMarketCap Test new things!
109,51496816-72d1-11ed-b8da-5d69ef677c98,NkuNoel,2022-12-03 05:23:41, 2,NA, 0, 52350, Twitter Web App, RT @odosprotocol: 🔥 New Campaign is starting on November 18
